model,task_id,year,class,original_task_id,math_category,is_text_only,ground_truth,prediction,is_correct,format_valid,error_type,inference_time,input_tokens,raw_output,reasoning,error
Ovis2.5-9B-vLLM,2011_5und6_B8,2011,5und6,B8,Stochastik,True,B,E,False,True,,0.2308,470.0,"{
    ""answer"": ""E""
}",,
Ovis2.5-9B-vLLM,2011_5und6_C1,2011,5und6,C1,Arithmetik,True,B,B,True,True,,0.309,838.0,"{
    ""answer"": ""B""
}",,
Ovis2.5-9B-vLLM,2011_5und6_C2,2011,5und6,C2,Geometrie,False,E,C,False,True,,0.2218,424.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,2011_5und6_C3,2011,5und6,C3,Stochastik,True,D,D,True,True,,0.23920000000000002,516.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,2011_5und6_C4,2011,5und6,C4,Geometrie,False,A,D,False,True,,0.24430000000000002,562.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,2011_5und6_C5,2011,5und6,C5,Geometrie,True,D,C,False,True,,0.2169,424.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,2011_5und6_C6,2011,5und6,C6,Geometrie,False,E,C,False,True,,0.22,424.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,2011_5und6_C7,2011,5und6,C7,Arithmetik,True,D,D,True,True,,0.2149,378.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,2011_5und6_C8,2011,5und6,C8,Stochastik,True,A,B,False,True,,0.2888,792.0,"{
    ""answer"": ""B""
}",,
Ovis2.5-9B-vLLM,2011_7und8_A1,2011,7und8,A1,Arithmetik,True,B,D,False,True,,0.21710000000000002,378.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,2011_7und8_A2,2011,7und8,A2,Arithmetik,True,D,A,False,True,,0.2116,342.0,"{
    ""answer"": ""A""
}",,
Ovis2.5-9B-vLLM,2011_7und8_A3,2011,7und8,A3,Geometrie,True,A,C,False,True,,0.2093,332.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,2011_7und8_A4,2011,7und8,A4,Arithmetik,True,A,D,False,True,,0.2137,378.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,2011_7und8_A5,2011,7und8,A5,Stochastik,True,C,D,False,True,,0.216,378.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,2011_7und8_A6,2011,7und8,A6,Geometrie,False,C,E,False,True,,0.2311,470.0,"{
    ""answer"": ""E""
}",,
Ovis2.5-9B-vLLM,2011_7und8_A7,2011,7und8,A7,Arithmetik,True,E,C,False,True,,0.265,654.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,2011_7und8_A8,2011,7und8,A8,Arithmetik,True,B,C,False,True,,0.211,332.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,2011_7und8_A9,2011,7und8,A9,Algebra,True,B,C,False,True,,0.211,332.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,2011_7und8_A10,2011,7und8,A10,Geometrie,False,B,D,False,True,,0.25630000000000003,608.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,2011_7und8_B1,2011,7und8,B1,Arithmetik,True,E,E,True,True,,0.2079,332.0,"{
    ""answer"": ""E""
}",,
Ovis2.5-9B-vLLM,2011_7und8_B2,2011,7und8,B2,Arithmetik,True,C,C,True,True,,0.2162,378.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,2011_7und8_B3,2011,7und8,B3,Geometrie,False,D,D,True,True,,0.22030000000000002,424.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,2011_7und8_B4,2011,7und8,B4,Arithmetik,True,D,D,True,True,,0.232,470.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,2011_7und8_B5,2011,7und8,B5,Arithmetik,True,E,A,False,True,,0.2665,654.0,"{
    ""answer"": ""A""
}",,
Ovis2.5-9B-vLLM,2011_7und8_B6,2011,7und8,B6,Stochastik,True,B,E,False,True,,0.23140000000000002,470.0,"{
    ""answer"": ""E""
}",,
Ovis2.5-9B-vLLM,2011_7und8_B7,2011,7und8,B7,Geometrie,False,A,B,False,True,,0.2134,378.0,"{
    ""answer"": ""B""
}",,
Ovis2.5-9B-vLLM,2011_7und8_B8,2011,7und8,B8,Stochastik,True,D,D,True,True,,0.2217,424.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,2011_7und8_B9,2011,7und8,B9,Geometrie,True,C,B,False,True,,0.2154,378.0,"{
    ""answer"": ""B""
}",,
Ovis2.5-9B-vLLM,2011_7und8_B10,2011,7und8,B10,Algebra,True,E,E,True,True,,0.21480000000000002,378.0,"{
    ""answer"": ""E""
}",,
Ovis2.5-9B-vLLM,2011_7und8_C2,2011,7und8,C2,Algebra,True,E,C,False,True,,0.2351,470.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,2011_7und8_C3,2011,7und8,C3,Geometrie,False,B,B,True,True,,0.2913,792.0,"{
    ""answer"": ""B""
}",,
Ovis2.5-9B-vLLM,2011_7und8_C4,2011,7und8,C4,Geometrie,False,B,C,False,True,,0.2129,332.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,2011_7und8_C5,2011,7und8,C5,Algebra,True,A,B,False,True,,0.23500000000000001,516.0,"{
    ""answer"": ""B""
}",,
Ovis2.5-9B-vLLM,2011_7und8_C6,2011,7und8,C6,Geometrie,False,D,B,False,True,,0.24380000000000002,562.0,"{
    ""answer"": ""B""
}",,
Ovis2.5-9B-vLLM,2011_7und8_C7,2011,7und8,C7,Algebra,True,B,C,False,True,,0.21930000000000002,424.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,2011_7und8_C8,2011,7und8,C8,Algebra,True,B,B,True,True,,0.2182,424.0,"{
    ""answer"": ""B""
}",,
Ovis2.5-9B-vLLM,2011_7und8_C9,2011,7und8,C9,Geometrie,False,E,C,False,True,,0.2323,470.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,2011_7und8_C10,2011,7und8,C10,unknown,True,B,B,True,True,,0.2928,792.0,"{
    ""answer"": ""B""
}",,
Ovis2.5-9B-vLLM,2011_9und10_A1,2011,9und10,A1,Arithmetik,True,D,D,True,True,,0.2165,378.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,2011_9und10_A2,2011,9und10,A2,Arithmetik,True,A,A,True,True,,0.20800000000000002,332.0,"{
    ""answer"": ""A""
}",,
Ovis2.5-9B-vLLM,2011_9und10_A3,2011,9und10,A3,Geometrie,False,C,D,False,True,,0.2137,378.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,2011_9und10_A4,2011,9und10,A4,unknown,False,C,E,False,True,,0.23190000000000002,470.0,"{
    ""answer"": ""E""
}",,
Ovis2.5-9B-vLLM,2011_9und10_A5,2011,9und10,A5,Geometrie,False,E,D,False,True,,0.2162,378.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,2011_9und10_A6,2011,9und10,A6,Geometrie,True,D,C,False,True,,0.2716,700.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,2011_9und10_A8,2011,9und10,A8,Stochastik,True,E,C,False,True,,0.2442,562.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,2011_9und10_A9,2011,9und10,A9,Geometrie,False,D,D,True,True,,0.2326,470.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,2011_9und10_A10,2011,9und10,A10,Geometrie,True,C,A,False,True,,0.2192,424.0,"{
    ""answer"": ""A""
}",,
Ovis2.5-9B-vLLM,2011_9und10_B1,2011,9und10,B1,Arithmetik,False,A,D,False,True,,0.21330000000000002,378.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,2011_9und10_B2,2011,9und10,B2,Geometrie,False,D,D,True,True,,0.2152,378.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,2011_9und10_B3,2011,9und10,B3,Stochastik,True,B,C,False,True,,0.2295,470.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,2011_9und10_B4,2011,9und10,B4,Algebra,True,A,A,True,True,,0.24,562.0,"{
    ""answer"": ""A""
}",,
Ovis2.5-9B-vLLM,2011_9und10_B5,2011,9und10,B5,Stochastik,True,C,C,True,True,,0.2078,332.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,2011_9und10_B6,2011,9und10,B6,Geometrie,True,B,C,False,True,,0.216,424.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,2011_9und10_B7,2011,9und10,B7,Stochastik,False,C,C,True,True,,0.21430000000000002,378.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,2011_9und10_B8,2011,9und10,B8,Algebra,True,B,C,False,True,,0.2091,332.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,2011_9und10_B9,2011,9und10,B9,Geometrie,False,E,B,False,True,,0.2388,516.0,"{
    ""answer"": ""B""
}",,
Ovis2.5-9B-vLLM,2011_9und10_B10,2011,9und10,B10,Arithmetik,True,E,C,False,True,,0.22160000000000002,424.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,2011_9und10_C1,2011,9und10,C1,Geometrie,False,A,C,False,True,,0.2152,378.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,2011_9und10_C2,2011,9und10,C2,Stochastik,True,D,C,False,True,,0.212,332.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,2011_9und10_C3,2011,9und10,C3,Algebra,True,D,E,False,True,,0.23920000000000002,516.0,"{
    ""answer"": ""E""
}",,
Ovis2.5-9B-vLLM,2011_9und10_C4,2011,9und10,C4,Geometrie,True,C,C,True,True,,0.2091,332.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,2011_9und10_C5,2011,9und10,C5,Stochastik,True,B,B,True,True,,0.2093,332.0,"{
    ""answer"": ""B""
}",,
Ovis2.5-9B-vLLM,2011_9und10_C6,2011,9und10,C6,Geometrie,False,C,D,False,True,,0.23970000000000002,562.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,2011_9und10_C7,2011,9und10,C7,Algebra,True,B,B,True,True,,0.2087,332.0,"{
    ""answer"": ""B""
}",,
Ovis2.5-9B-vLLM,2011_9und10_C8,2011,9und10,C8,Geometrie,False,B,D,False,True,,0.2677,654.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,2011_9und10_C9,2011,9und10,C9,Stochastik,True,E,B,False,True,,0.2326,470.0,"{
    ""answer"": ""B""
}",,
Ovis2.5-9B-vLLM,2011_9und10_C10,2011,9und10,C10,Stochastik,True,C,C,True,True,,0.307,838.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,2011_11bis13_A1,2011,11bis13,A1,Geometrie,False,B,D,False,True,,0.21610000000000001,378.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,2011_11bis13_A2,2011,11bis13,A2,Stochastik,True,E,D,False,True,,0.23520000000000002,516.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,2011_11bis13_A4,2011,11bis13,A4,Stochastik,True,A,B,False,True,,0.2071,332.0,"{
    ""answer"": ""B""
}",,
Ovis2.5-9B-vLLM,2011_11bis13_A5,2011,11bis13,A5,Geometrie,False,C,D,False,True,,0.2179,424.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,2011_11bis13_A6,2011,11bis13,A6,Stochastik,True,A,C,False,True,,0.2074,332.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,2011_11bis13_A7,2011,11bis13,A7,Geometrie,True,D,D,True,True,,0.2421,562.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,2011_11bis13_A8,2011,11bis13,A8,Geometrie,False,C,C,True,True,,0.2144,378.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,2011_11bis13_A9,2011,11bis13,A9,Algebra,True,A,B,False,True,,0.2087,332.0,"{
    ""answer"": ""B""
}",,
Ovis2.5-9B-vLLM,2011_11bis13_A10,2011,11bis13,A10,Algebra,True,E,E,True,True,,0.2164,378.0,"{
    ""answer"": ""E""
}",,
Ovis2.5-9B-vLLM,2011_11bis13_B1,2011,11bis13,B1,Stochastik,True,C,C,True,True,,0.2147,378.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,2011_11bis13_B2,2011,11bis13,B2,Geometrie,True,E,B,False,True,,0.21450000000000002,378.0,"{
    ""answer"": ""B""
}",,
Ovis2.5-9B-vLLM,2011_11bis13_B3,2011,11bis13,B3,Stochastik,True,B,D,False,True,,0.2301,470.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,2011_11bis13_B4,2011,11bis13,B4,Geometrie,False,A,C,False,True,,0.2421,562.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,2011_11bis13_B5,2011,11bis13,B5,Algebra,False,E,D,False,True,,0.2682,654.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,2011_11bis13_B6,2011,11bis13,B6,Geometrie,True,E,E,True,True,,0.2121,332.0,"{
    ""answer"": ""E""
}",,
Ovis2.5-9B-vLLM,2011_11bis13_B7,2011,11bis13,B7,Stochastik,True,D,C,False,True,,0.23900000000000002,516.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,2011_11bis13_B8,2011,11bis13,B8,Arithmetik,True,E,C,False,True,,0.2295,470.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,2011_11bis13_B9,2011,11bis13,B9,Stochastik,True,D,C,False,True,,0.22030000000000002,424.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,2011_11bis13_B10,2011,11bis13,B10,Geometrie,True,B,C,False,True,,0.2088,332.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,2011_11bis13_C1,2011,11bis13,C1,Geometrie,False,B,D,False,True,,0.2393,516.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,2011_11bis13_C2,2011,11bis13,C2,Algebra,True,A,B,False,True,,0.21680000000000002,378.0,"{
    ""answer"": ""B""
}",,
Ovis2.5-9B-vLLM,2011_11bis13_C3,2011,11bis13,C3,Algebra,True,C,D,False,True,,0.2585,608.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,2011_11bis13_C4,2011,11bis13,C4,Arithmetik,False,B,D,False,True,,0.2192,424.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,2011_11bis13_C5,2011,11bis13,C5,Algebra,True,B,E,False,True,,0.2189,424.0,"{
    ""answer"": ""E""
}",,
Ovis2.5-9B-vLLM,2011_11bis13_C6,2011,11bis13,C6,Stochastik,True,B,D,False,True,,0.2376,516.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,2011_11bis13_C7,2011,11bis13,C7,Algebra,True,D,C,False,True,,0.21660000000000001,378.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,2011_11bis13_C8,2011,11bis13,C8,Stochastik,True,E,A,False,True,,0.25880000000000003,608.0,"{
    ""answer"": ""A""
}",,
Ovis2.5-9B-vLLM,2011_11bis13_C9,2011,11bis13,C9,Arithmetik,False,B,E,False,True,,0.2396,516.0,"{
    ""answer"": ""E""
}",,
Ovis2.5-9B-vLLM,2011_11bis13_C10,2011,11bis13,C10,Geometrie,False,C,C,True,True,,0.271,700.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,2012_3und4_A1,2012,3und4,A1,Stochastik,True,A,B,False,True,,0.2328,470.0,"{
    ""answer"": ""B""
}",,
Ovis2.5-9B-vLLM,2012_3und4_A2,2012,3und4,A2,Geometrie,False,D,E,False,True,,0.21830000000000002,424.0,"{
    ""answer"": ""E""
}",,
Ovis2.5-9B-vLLM,2012_3und4_A3,2012,3und4,A3,Arithmetik,True,C,D,False,True,,0.24130000000000001,562.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,2012_3und4_A4,2012,3und4,A4,Arithmetik,True,B,E,False,True,,0.216,378.0,"{
    ""answer"": ""E""
}",,
Ovis2.5-9B-vLLM,2012_3und4_A5,2012,3und4,A5,Geometrie,False,E,C,False,True,,0.2823,746.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,2012_3und4_A6,2012,3und4,A6,Arithmetik,False,E,E,True,True,,0.2916,792.0,"{
    ""answer"": ""E""
}",,
Ovis2.5-9B-vLLM,2012_3und4_A7,2012,3und4,A7,Arithmetik,True,A,B,False,True,,0.2151,378.0,"{
    ""answer"": ""B""
}",,
Ovis2.5-9B-vLLM,2012_3und4_A8,2012,3und4,A8,Arithmetik,True,D,D,True,True,,0.2303,470.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,2012_3und4_B1,2012,3und4,B1,Geometrie,False,E,D,False,True,,0.23770000000000002,516.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,2012_3und4_B2,2012,3und4,B2,Arithmetik,True,C,D,False,True,,0.231,470.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,2012_3und4_B3,2012,3und4,B3,Stochastik,True,A,C,False,True,,0.2655,654.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,2012_3und4_B4,2012,3und4,B4,Geometrie,False,E,B,False,True,,0.21910000000000002,424.0,"{
    ""answer"": ""B""
}",,
Ovis2.5-9B-vLLM,2012_3und4_B5,2012,3und4,B5,Arithmetik,True,C,C,True,True,,0.2291,470.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,2012_3und4_B6,2012,3und4,B6,Arithmetik,True,D,D,True,True,,0.2321,470.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,2012_3und4_B7,2012,3und4,B7,Arithmetik,False,C,D,False,True,,0.2414,562.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,2012_3und4_B8,2012,3und4,B8,Stochastik,True,B,D,False,True,,0.21760000000000002,424.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,2012_3und4_C1,2012,3und4,C1,Algebra,True,D,B,False,True,,0.2437,562.0,"{
    ""answer"": ""B""
}",,
Ovis2.5-9B-vLLM,2012_3und4_C2,2012,3und4,C2,Algebra,True,B,C,False,True,,0.23800000000000002,516.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,2012_3und4_C3,2012,3und4,C3,Arithmetik,True,B,C,False,True,,0.23090000000000002,470.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,2012_3und4_C4,2012,3und4,C4,Algebra,True,E,E,True,True,,0.24020000000000002,562.0,"{
    ""answer"": ""E""
}",,
Ovis2.5-9B-vLLM,2012_3und4_C5,2012,3und4,C5,Geometrie,False,B,E,False,True,,0.2877,746.0,"{
    ""answer"": ""E""
}",,
Ovis2.5-9B-vLLM,2012_3und4_C6,2012,3und4,C6,Stochastik,True,C,B,False,True,,0.2137,378.0,"{
    ""answer"": ""B""
}",,
Ovis2.5-9B-vLLM,2012_3und4_C7,2012,3und4,C7,Geometrie,True,E,E,True,True,,0.2371,516.0,"{
    ""answer"": ""E""
}",,
Ovis2.5-9B-vLLM,2012_3und4_C8,2012,3und4,C8,Algebra,True,C,E,False,True,,0.27030000000000004,700.0,"{
    ""answer"": ""E""
}",,
Ovis2.5-9B-vLLM,2012_5und6_A1,2012,5und6,A1,Stochastik,True,D,B,False,True,,0.2157,378.0,"{
    ""answer"": ""B""
}",,
Ovis2.5-9B-vLLM,2012_5und6_A2,2012,5und6,A2,Geometrie,True,C,A,False,True,,0.23040000000000002,470.0,"{
    ""answer"": ""A""
}",,
Ovis2.5-9B-vLLM,2012_5und6_A4,2012,5und6,A4,Arithmetik,True,C,C,True,True,,0.2159,378.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,2012_5und6_A5,2012,5und6,A5,Arithmetik,True,B,B,True,True,,0.2132,378.0,"{
    ""answer"": ""B""
}",,
Ovis2.5-9B-vLLM,2012_5und6_A6,2012,5und6,A6,Geometrie,False,B,B,True,True,,0.31270000000000003,838.0,"{
    ""answer"": ""B""
}",,
Ovis2.5-9B-vLLM,2012_5und6_A7,2012,5und6,A7,Arithmetik,True,D,D,True,True,,0.2169,424.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,2012_5und6_A8,2012,5und6,A8,Geometrie,False,E,B,False,True,,0.26630000000000004,654.0,"{
    ""answer"": ""B""
}",,
Ovis2.5-9B-vLLM,2012_5und6_B1,2012,5und6,B1,Geometrie,False,C,A,False,True,,0.233,470.0,"{
    ""answer"": ""A""
}",,
Ovis2.5-9B-vLLM,2012_5und6_B2,2012,5und6,B2,Algebra,True,E,E,True,True,,0.2311,470.0,"{
    ""answer"": ""E""
}",,
Ovis2.5-9B-vLLM,2012_5und6_B3,2012,5und6,B3,Stochastik,True,C,C,True,True,,0.2373,516.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,2012_5und6_B4,2012,5und6,B4,Geometrie,False,C,D,False,True,,0.2893,792.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,2012_5und6_B5,2012,5und6,B5,Geometrie,False,A,C,False,True,,0.2584,608.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,2012_5und6_B6,2012,5und6,B6,Geometrie,False,D,D,True,True,,0.2199,424.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,2012_5und6_B7,2012,5und6,B7,Geometrie,False,B,D,False,True,,0.23820000000000002,516.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,2012_5und6_B8,2012,5und6,B8,Stochastik,True,E,B,False,True,,0.24180000000000001,562.0,"{
    ""answer"": ""B""
}",,
Ovis2.5-9B-vLLM,2012_5und6_C1,2012,5und6,C1,Geometrie,False,A,E,False,True,,0.23500000000000001,516.0,"{
    ""answer"": ""E""
}",,
Ovis2.5-9B-vLLM,2012_5und6_C2,2012,5und6,C2,Algebra,True,E,B,False,True,,0.2737,700.0,"{
    ""answer"": ""B""
}",,
Ovis2.5-9B-vLLM,2012_5und6_C3,2012,5und6,C3,Algebra,True,A,D,False,True,,0.22240000000000001,424.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,2012_5und6_C4,2012,5und6,C4,Geometrie,False,A,E,False,True,,0.28450000000000003,746.0,"{
    ""answer"": ""E""
}",,
Ovis2.5-9B-vLLM,2012_5und6_C5,2012,5und6,C5,Stochastik,False,D,D,True,True,,0.27090000000000003,700.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,2012_5und6_C6,2012,5und6,C6,Geometrie,True,B,E,False,True,,0.2336,470.0,"{
    ""answer"": ""E""
}",,
Ovis2.5-9B-vLLM,2012_5und6_C7,2012,5und6,C7,Algebra,True,D,D,True,True,,0.2164,378.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,2012_5und6_C8,2012,5und6,C8,Arithmetik,False,C,D,False,True,,0.26990000000000003,700.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,2012_7und8_A1,2012,7und8,A1,Arithmetik,True,B,C,False,True,,0.21050000000000002,332.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,2012_7und8_A2,2012,7und8,A2,Arithmetik,True,D,B,False,True,,0.21130000000000002,337.0,"{
    ""answer"": ""B""
}",,
Ovis2.5-9B-vLLM,2012_7und8_A3,2012,7und8,A3,Arithmetik,True,A,A,True,True,,0.21760000000000002,424.0,"{
    ""answer"": ""A""
}",,
Ovis2.5-9B-vLLM,2012_7und8_A4,2012,7und8,A4,Geometrie,False,C,B,False,True,,0.23420000000000002,470.0,"{
    ""answer"": ""B""
}",,
Ovis2.5-9B-vLLM,2012_7und8_A5,2012,7und8,A5,Arithmetik,True,D,C,False,True,,0.2104,332.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,2012_7und8_A6,2012,7und8,A6,Algebra,True,E,C,False,True,,0.20070000000000002,302.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,2012_7und8_A8,2012,7und8,A8,Stochastik,True,C,D,False,True,,0.24080000000000001,516.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,2012_7und8_A9,2012,7und8,A9,Arithmetik,True,E,E,True,True,,0.2081,332.0,"{
    ""answer"": ""E""
}",,
Ovis2.5-9B-vLLM,2012_7und8_A10,2012,7und8,A10,Geometrie,False,D,C,False,True,,0.24,516.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,2012_7und8_B1,2012,7und8,B1,Geometrie,False,D,D,True,True,,0.2384,516.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,2012_7und8_B2,2012,7und8,B2,Arithmetik,True,B,B,True,True,,0.2112,332.0,"{
    ""answer"": ""B""
}",,
Ovis2.5-9B-vLLM,2012_7und8_B3,2012,7und8,B3,Stochastik,True,A,B,False,True,,0.2212,424.0,"{
    ""answer"": ""B""
}",,
Ovis2.5-9B-vLLM,2012_7und8_B4,2012,7und8,B4,Arithmetik,True,D,C,False,True,,0.2207,424.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,2012_7und8_B5,2012,7und8,B5,Stochastik,True,B,B,True,True,,0.2364,516.0,"{
    ""answer"": ""B""
}",,
Ovis2.5-9B-vLLM,2012_7und8_B6,2012,7und8,B6,Geometrie,True,C,C,True,True,,0.2313,470.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,2012_7und8_B7,2012,7und8,B7,Algebra,True,B,E,False,True,,0.21660000000000001,378.0,"{
    ""answer"": ""E""
}",,
Ovis2.5-9B-vLLM,2012_7und8_B8,2012,7und8,B8,Arithmetik,False,C,D,False,True,,0.244,562.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,2012_7und8_B9,2012,7und8,B9,Algebra,True,E,C,False,True,,0.22030000000000002,424.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,2012_7und8_B10,2012,7und8,B10,Geometrie,False,A,B,False,True,,0.2316,470.0,"{
    ""answer"": ""B""
}",,
Ovis2.5-9B-vLLM,2012_7und8_C1,2012,7und8,C1,Geometrie,False,C,B,False,True,,0.2306,470.0,"{
    ""answer"": ""B""
}",,
Ovis2.5-9B-vLLM,2012_7und8_C2,2012,7und8,C2,Algebra,True,A,D,False,True,,0.2863,746.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,2012_7und8_C3,2012,7und8,C3,Arithmetik,True,B,D,False,True,,0.2316,470.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,2012_7und8_C4,2012,7und8,C4,Geometrie,False,D,D,True,True,,0.2338,470.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,2012_7und8_C5,2012,7und8,C5,Arithmetik,True,E,D,False,True,,0.2374,516.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,2012_7und8_C6,2012,7und8,C6,Arithmetik,True,E,C,False,True,,0.2112,332.0,"{
    ""answer"": ""C""
}",,
