model,source_file,task_id,year,class,original_task_id,math_category,is_text_only,ground_truth,prediction,is_correct,format_valid,error_type,error,inference_time,input_tokens
InternVL3-8B-vLLM,InternVL3-8B-vLLM_results.jsonl,2025_11bis13_A8,2025,11bis13,,Geometrie,True,B,C,False,,,,0.1268,
InternVL3-8B-vLLM,InternVL3-8B-vLLM_results.jsonl,2025_11bis13_A9,2025,11bis13,,Stochastik,True,D,B,False,,,,0.1616,
InternVL3-8B-vLLM,InternVL3-8B-vLLM_results.jsonl,2025_11bis13_A10,2025,11bis13,,Arithmetik,True,C,D,False,,,,0.136,
InternVL3-8B-vLLM,InternVL3-8B-vLLM_results.jsonl,2025_11bis13_B1,2025,11bis13,,Geometrie,False,E,C,False,,,,0.1146,
InternVL3-8B-vLLM,InternVL3-8B-vLLM_results.jsonl,2025_11bis13_B2,2025,11bis13,,Stochastik,True,D,E,False,,,,0.1938,
InternVL3-8B-vLLM,InternVL3-8B-vLLM_results.jsonl,2025_11bis13_B3,2025,11bis13,,Geometrie,False,E,C,False,,,,0.1588,
InternVL3-8B-vLLM,InternVL3-8B-vLLM_results.jsonl,2025_11bis13_B4,2025,11bis13,,Geometrie,False,B,E,False,,,,0.1365,
InternVL3-8B-vLLM,InternVL3-8B-vLLM_results.jsonl,2025_11bis13_B5,2025,11bis13,,Algebra,False,C,C,True,,,,0.107,
InternVL3-8B-vLLM,InternVL3-8B-vLLM_results.jsonl,2025_11bis13_B6,2025,11bis13,,Stochastik,True,A,D,False,,,,0.1922,
InternVL3-8B-vLLM,InternVL3-8B-vLLM_results.jsonl,2025_11bis13_B7,2025,11bis13,,Geometrie,True,B,B,True,,,,0.1471,
InternVL3-8B-vLLM,InternVL3-8B-vLLM_results.jsonl,2025_11bis13_B8,2025,11bis13,,Algebra,True,E,A,False,,,,0.1713,
InternVL3-8B-vLLM,InternVL3-8B-vLLM_results.jsonl,2025_11bis13_B10,2025,11bis13,,Geometrie,True,E,B,False,,,,0.1495,
InternVL3-8B-vLLM,InternVL3-8B-vLLM_results.jsonl,2025_11bis13_C1,2025,11bis13,,Algebra,True,A,E,False,,,,0.1276,
InternVL3-8B-vLLM,InternVL3-8B-vLLM_results.jsonl,2025_11bis13_C2,2025,11bis13,,unknown,False,B,B,True,,,,0.1277,
InternVL3-8B-vLLM,InternVL3-8B-vLLM_results.jsonl,2025_11bis13_C3,2025,11bis13,,Stochastik,True,D,C,False,,,,0.1145,
InternVL3-8B-vLLM,InternVL3-8B-vLLM_results.jsonl,2025_11bis13_C4,2025,11bis13,,Geometrie,False,D,C,False,,,,0.171,
InternVL3-8B-vLLM,InternVL3-8B-vLLM_results.jsonl,2025_11bis13_C5,2025,11bis13,,Stochastik,False,B,E,False,,,,0.1216,
InternVL3-8B-vLLM,InternVL3-8B-vLLM_results.jsonl,2025_11bis13_C6,2025,11bis13,,Algebra,True,C,D,False,,,,0.1217,
InternVL3-8B-vLLM,InternVL3-8B-vLLM_results.jsonl,2025_11bis13_C7,2025,11bis13,,Geometrie,False,E,D,False,,,,0.1358,
InternVL3-8B-vLLM,InternVL3-8B-vLLM_results.jsonl,2025_11bis13_C8,2025,11bis13,,Geometrie,False,B,D,False,,,,0.1318,
InternVL3-8B-vLLM,InternVL3-8B-vLLM_results.jsonl,2025_11bis13_C9,2025,11bis13,,Arithmetik,False,A,E,False,,,,0.1328,
InternVL3-8B-vLLM,InternVL3-8B-vLLM_results.jsonl,2025_11bis13_C10,2025,11bis13,,Geometrie,False,B,B,True,,,,0.1349,
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_3und4_A1,2025,3und4,A1,Geometrie,False,D,C,False,True,,,0.0754,562
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_3und4_A2,2025,3und4,A2,Geometrie,False,C,E,False,True,,,0.0642,470
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_3und4_A3,2025,3und4,A3,Geometrie,False,A,D,False,True,,,0.0729,516
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_3und4_A4,2025,3und4,A4,Arithmetik,True,E,D,False,True,,,0.0603,424
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_3und4_A5,2025,3und4,A5,Geometrie,False,A,E,False,True,,,0.077,700
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_3und4_A6,2025,3und4,A6,Geometrie,False,B,C,False,True,,,0.0727,562
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_3und4_A7,2025,3und4,A7,Geometrie,False,D,D,True,True,,,0.0596,424
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_3und4_A8,2025,3und4,A8,Arithmetik,True,E,C,False,True,,,0.0586,378
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_3und4_B1,2025,3und4,B1,Geometrie,False,E,D,False,True,,,0.0649,516
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_3und4_B2,2025,3und4,B2,Arithmetik,False,E,E,True,True,,,0.0698,470
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_3und4_B3,2025,3und4,B3,Geometrie,False,B,B,True,True,,,0.0727,516
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_3und4_B4,2025,3und4,B4,Stochastik,False,E,D,False,True,,,0.0767,562
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_3und4_B5,2025,3und4,B5,Arithmetik,False,A,B,False,True,,,0.0751,562
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_3und4_B6,2025,3und4,B6,Geometrie,False,C,D,False,True,,,0.0609,424
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_3und4_B7,2025,3und4,B7,Arithmetik,True,B,B,True,True,,,0.0685,516
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_3und4_B8,2025,3und4,B8,Stochastik,True,D,C,False,True,,,0.0612,424
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_3und4_C1,2025,3und4,C1,Arithmetik,False,D,C,False,True,,,0.0775,608
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_3und4_C2,2025,3und4,C2,Geometrie,False,B,C,False,True,,,0.0845,746
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_3und4_C3,2025,3und4,C3,Arithmetik,False,B,B,True,True,,,0.0769,516
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_3und4_C4,2025,3und4,C4,Geometrie,False,C,A,False,True,,,0.0758,516
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_3und4_C5,2025,3und4,C5,Geometrie,False,D,B,False,True,,,0.0889,700
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_3und4_C6,2025,3und4,C6,Algebra,True,C,C,True,True,,,0.0649,470
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_3und4_C7,2025,3und4,C7,Geometrie,False,A,C,False,True,,,0.0608,424
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_3und4_C8,2025,3und4,C8,Algebra,False,C,C,True,True,,,0.0878,838
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_5und6_A1,2025,5und6,A1,unknown,False,E,C,False,True,,,0.0807,608
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_5und6_A2,2025,5und6,A2,Geometrie,False,B,E,False,True,,,0.0678,378
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_5und6_A3,2025,5und6,A3,Geometrie,False,D,D,True,True,,,0.0691,424
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_5und6_A4,2025,5und6,A4,Arithmetik,False,A,B,False,True,,,0.0758,516
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_5und6_A5,2025,5und6,A5,Geometrie,False,A,D,False,True,,,0.0753,654
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_5und6_A6,2025,5und6,A6,Arithmetik,False,B,C,False,True,,,0.0648,516
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_5und6_A7,2025,5und6,A7,Arithmetik,False,B,C,False,True,,,0.063,470
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_5und6_A8,2025,5und6,A8,Geometrie,True,C,C,True,True,,,0.0661,470
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_5und6_B1,2025,5und6,B1,Arithmetik,False,B,D,False,True,,,0.0687,470
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_5und6_B2,2025,5und6,B2,Geometrie,False,E,C,False,True,,,0.0721,470
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_5und6_B3,2025,5und6,B3,Arithmetik,False,D,A,False,True,,,0.0925,930
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_5und6_B4,2025,5und6,B4,Geometrie,False,D,C,False,True,,,0.0649,470
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_5und6_B6,2025,5und6,B6,Arithmetik,False,C,C,True,True,,,0.0617,470
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_5und6_B7,2025,5und6,B7,Algebra,True,D,C,False,True,,,0.0661,424
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_5und6_B8,2025,5und6,B8,Stochastik,False,A,E,False,True,,,0.0745,597
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_5und6_C1,2025,5und6,C1,Stochastik,True,C,E,False,True,,,0.0953,930
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_5und6_C2,2025,5und6,C2,Algebra,False,C,C,True,True,,,0.0753,470
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_5und6_C3,2025,5und6,C3,Geometrie,False,B,B,True,True,,,0.0618,424
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_5und6_C4,2025,5und6,C4,Geometrie,False,E,E,True,True,,,0.0648,470
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_5und6_C5,2025,5und6,C5,Arithmetik,True,D,C,False,True,,,0.0744,562
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_5und6_C6,2025,5und6,C6,Geometrie,False,A,D,False,True,,,0.0837,654
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_5und6_C7,2025,5und6,C7,Algebra,True,D,D,True,True,,,0.066,424
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_5und6_C8,2025,5und6,C8,Stochastik,True,B,D,False,True,,,0.0749,562
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_7und8_A1,2025,7und8,A1,Arithmetik,True,D,D,True,True,,,0.0557,332
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_7und8_A2,2025,7und8,A2,Geometrie,False,E,D,False,True,,,0.0576,378
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_7und8_A3,2025,7und8,A3,Arithmetik,False,B,D,False,True,,,0.0666,378
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_7und8_A4,2025,7und8,A4,Geometrie,False,A,D,False,True,,,0.0567,378
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_7und8_A5,2025,7und8,A5,Geometrie,False,B,C,False,True,,,0.0582,424
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_7und8_A6,2025,7und8,A6,Arithmetik,True,E,D,False,True,,,0.054,332
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_7und8_A7,2025,7und8,A7,Arithmetik,False,B,D,False,True,,,0.0735,608
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_7und8_A8,2025,7und8,A8,Geometrie,False,C,B,False,True,,,0.061,424
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_7und8_A9,2025,7und8,A9,Arithmetik,True,A,C,False,True,,,0.0536,332
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_7und8_A10,2025,7und8,A10,Stochastik,False,E,D,False,True,,,0.0605,424
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_7und8_B1,2025,7und8,B1,Arithmetik,True,A,B,False,True,,,0.0694,470
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_7und8_B2,2025,7und8,B2,Geometrie,False,C,C,True,True,,,0.0709,470
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_7und8_B3,2025,7und8,B3,Arithmetik,True,B,E,False,True,,,0.0566,378
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_7und8_B4,2025,7und8,B4,Arithmetik,False,D,C,False,True,,,0.0667,470
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_7und8_B5,2025,7und8,B5,unknown,False,D,C,False,True,,,0.0828,608
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_7und8_B6,2025,7und8,B6,Arithmetik,False,D,D,True,True,,,0.0596,378
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_7und8_B7,2025,7und8,B7,Algebra,True,A,C,False,True,,,0.0604,424
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_7und8_B9,2025,7und8,B9,Arithmetik,True,E,D,False,True,,,0.0635,470
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_7und8_C1,2025,7und8,C1,Geometrie,True,D,D,True,True,,,0.0592,378
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_7und8_C2,2025,7und8,C2,Algebra,True,A,D,False,True,,,0.0637,332
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_7und8_C3,2025,7und8,C3,Geometrie,False,C,C,True,True,,,0.0842,608
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_7und8_C4,2025,7und8,C4,Stochastik,True,B,D,False,True,,,0.067,516
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_7und8_C5,2025,7und8,C5,Arithmetik,False,C,D,False,True,,,0.0602,378
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_7und8_C6,2025,7und8,C6,Stochastik,True,D,D,True,True,,,0.0618,424
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_7und8_C7,2025,7und8,C7,Algebra,True,B,D,False,True,,,0.0637,332
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_7und8_C8,2025,7und8,C8,Geometrie,False,E,D,False,True,,,0.0865,654
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_7und8_C9,2025,7und8,C9,Arithmetik,True,A,C,False,True,,,0.0731,516
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_7und8_C10,2025,7und8,C10,Stochastik,False,D,C,False,True,,,0.0767,700
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_9und10_A1,2025,9und10,A1,Geometrie,False,D,D,True,True,,,0.0643,378
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_9und10_A2,2025,9und10,A2,Stochastik,True,B,C,False,True,,,0.0604,332
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_9und10_A3,2025,9und10,A3,Geometrie,False,E,A,False,True,,,0.0661,424
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_9und10_A4,2025,9und10,A4,Arithmetik,True,C,D,False,True,,,0.0536,332
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_9und10_A5,2025,9und10,A5,Geometrie,False,D,E,False,True,,,0.0621,470
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_9und10_A6,2025,9und10,A6,Arithmetik,True,B,B,True,True,,,0.0532,332
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_9und10_A7,2025,9und10,A7,Arithmetik,True,C,D,False,True,,,0.0655,562
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_9und10_A8,2025,9und10,A8,Stochastik,False,D,D,True,True,,,0.0624,332
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_9und10_A9,2025,9und10,A9,Stochastik,False,A,E,False,True,,,0.074,516
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_9und10_A10,2025,9und10,A10,Algebra,True,A,B,False,True,,,0.0596,332
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_9und10_B1,2025,9und10,B1,Geometrie,False,B,C,False,True,,,0.0578,378
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_9und10_B2,2025,9und10,B2,Arithmetik,True,B,D,False,True,,,0.0705,470
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_9und10_B3,2025,9und10,B3,Stochastik,True,E,C,False,True,,,0.0577,378
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_9und10_B4,2025,9und10,B4,Algebra,True,C,C,True,True,,,0.0577,378
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_9und10_B5,2025,9und10,B5,Arithmetik,False,E,D,False,True,,,0.0577,424
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_9und10_B6,2025,9und10,B6,Arithmetik,True,A,D,False,True,,,0.0646,470
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_9und10_B7,2025,9und10,B7,unknown,False,B,D,False,True,,,0.0673,378
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_9und10_B8,2025,9und10,B8,Arithmetik,True,D,D,True,True,,,0.0652,332
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_9und10_B9,2025,9und10,B9,Stochastik,False,D,C,False,True,,,0.0671,516
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_9und10_B10,2025,9und10,B10,Stochastik,True,C,B,False,True,,,0.0651,470
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_9und10_C1,2025,9und10,C1,Geometrie,False,D,C,False,True,,,0.0666,516
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_9und10_C2,2025,9und10,C2,Arithmetik,True,B,D,False,True,,,0.0838,654
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_9und10_C3,2025,9und10,C3,Algebra,False,C,D,False,True,,,0.074,608
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_9und10_C4,2025,9und10,C4,Geometrie,False,B,B,True,True,,,0.0701,424
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_9und10_C5,2025,9und10,C5,Stochastik,True,A,D,False,True,,,0.0729,516
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_9und10_C6,2025,9und10,C6,Geometrie,False,C,C,True,True,,,0.0637,516
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_9und10_C7,2025,9und10,C7,Algebra,True,E,B,False,True,,,0.0627,470
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_9und10_C9,2025,9und10,C9,Stochastik,False,E,D,False,True,,,0.061,424
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_9und10_C10,2025,9und10,C10,Stochastik,True,B,E,False,True,,,0.0757,654
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_11bis13_A1,2025,11bis13,A1,Arithmetik,True,C,C,True,True,,,0.0615,332
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_11bis13_A2,2025,11bis13,A2,Geometrie,False,A,D,False,True,,,0.0703,470
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_11bis13_A3,2025,11bis13,A3,Arithmetik,True,D,C,False,True,,,0.0525,332
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_11bis13_A4,2025,11bis13,A4,Geometrie,False,C,B,False,True,,,0.0607,470
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_11bis13_A5,2025,11bis13,A5,Stochastik,True,D,D,True,True,,,0.0621,332
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_11bis13_A7,2025,11bis13,A7,Algebra,True,E,E,True,True,,,0.0507,307
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_11bis13_A8,2025,11bis13,A8,Geometrie,True,B,D,False,True,,,0.0603,470
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_11bis13_A9,2025,11bis13,A9,Stochastik,True,D,D,True,True,,,0.0535,332
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_11bis13_A10,2025,11bis13,A10,Arithmetik,True,C,C,True,True,,,0.0596,424
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_11bis13_B1,2025,11bis13,B1,Geometrie,False,E,C,False,True,,,0.0739,608
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_11bis13_B2,2025,11bis13,B2,Stochastik,True,D,C,False,True,,,0.0648,332
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_11bis13_B3,2025,11bis13,B3,Geometrie,False,E,D,False,True,,,0.07,378
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_11bis13_B4,2025,11bis13,B4,Geometrie,False,B,D,False,True,,,0.0626,470
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_11bis13_B5,2025,11bis13,B5,Algebra,False,C,C,True,True,,,0.0988,838
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_11bis13_B6,2025,11bis13,B6,Stochastik,True,A,B,False,True,,,0.056,342
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_11bis13_B7,2025,11bis13,B7,Geometrie,True,B,C,False,True,,,0.0665,470
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_11bis13_B8,2025,11bis13,B8,Algebra,True,E,D,False,True,,,0.0632,307
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_11bis13_B10,2025,11bis13,B10,Geometrie,True,E,C,False,True,,,0.0598,424
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_11bis13_C1,2025,11bis13,C1,Algebra,True,A,C,False,True,,,0.0667,516
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_11bis13_C2,2025,11bis13,C2,unknown,False,B,D,False,True,,,0.0761,562
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_11bis13_C3,2025,11bis13,C3,Stochastik,True,D,E,False,True,,,0.0667,562
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_11bis13_C4,2025,11bis13,C4,Geometrie,False,D,B,False,True,,,0.0566,332
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_11bis13_C5,2025,11bis13,C5,Stochastik,False,B,C,False,True,,,0.0766,654
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_11bis13_C6,2025,11bis13,C6,Algebra,True,C,B,False,True,,,0.0703,470
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_11bis13_C7,2025,11bis13,C7,Geometrie,False,E,B,False,True,,,0.0629,470
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_11bis13_C8,2025,11bis13,C8,Geometrie,False,B,C,False,True,,,0.0603,424
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_11bis13_C9,2025,11bis13,C9,Arithmetik,False,A,B,False,True,,,0.066,470
Ovis2.5-2B-vLLM,Ovis2.5-2B-vLLM_results.jsonl,2025_11bis13_C10,2025,11bis13,C10,Geometrie,False,B,D,False,True,,,0.0615,470
Ovis2.5-9B-vLLM,Ovis2.5-9B-vLLM_results.jsonl,2025_3und4_A1,2025,3und4,A1,Geometrie,False,D,D,True,True,,,0.2425,562
Ovis2.5-9B-vLLM,Ovis2.5-9B-vLLM_results.jsonl,2025_3und4_A2,2025,3und4,A2,Geometrie,False,C,E,False,True,,,0.2281,470
Ovis2.5-9B-vLLM,Ovis2.5-9B-vLLM_results.jsonl,2025_3und4_A3,2025,3und4,A3,Geometrie,False,A,E,False,True,,,0.2367,516
Ovis2.5-9B-vLLM,Ovis2.5-9B-vLLM_results.jsonl,2025_3und4_A4,2025,3und4,A4,Arithmetik,True,E,D,False,True,,,0.2162,424
Ovis2.5-9B-vLLM,Ovis2.5-9B-vLLM_results.jsonl,2025_3und4_A5,2025,3und4,A5,Geometrie,False,A,E,False,True,,,0.2692,700
Ovis2.5-9B-vLLM,Ovis2.5-9B-vLLM_results.jsonl,2025_3und4_A6,2025,3und4,A6,Geometrie,False,B,D,False,True,,,0.2407,562
Ovis2.5-9B-vLLM,Ovis2.5-9B-vLLM_results.jsonl,2025_3und4_A7,2025,3und4,A7,Geometrie,False,D,C,False,True,,,0.2179,424
Ovis2.5-9B-vLLM,Ovis2.5-9B-vLLM_results.jsonl,2025_3und4_A8,2025,3und4,A8,Arithmetik,True,E,D,False,True,,,0.2142,378
Ovis2.5-9B-vLLM,Ovis2.5-9B-vLLM_results.jsonl,2025_3und4_B1,2025,3und4,B1,Geometrie,False,E,D,False,True,,,0.2381,516
Ovis2.5-9B-vLLM,Ovis2.5-9B-vLLM_results.jsonl,2025_3und4_B2,2025,3und4,B2,Arithmetik,False,E,E,True,True,,,0.2342,470
Ovis2.5-9B-vLLM,Ovis2.5-9B-vLLM_results.jsonl,2025_3und4_B3,2025,3und4,B3,Geometrie,False,B,D,False,True,,,0.2395,516
Ovis2.5-9B-vLLM,Ovis2.5-9B-vLLM_results.jsonl,2025_3und4_B4,2025,3und4,B4,Stochastik,False,E,E,True,True,,,0.2429,562
